date,state,district,lat,lon,rainfall_mm,rain_3day,rain_7day
2024-06-13,Sikkim,East Sikkim,27.33,88.61,151,303.0,792.0
2024-06-13,Meghalaya,East Khasi Hills,25.57,91.88,198,435.0,855.0
2024-06-14,Sikkim,East Sikkim,27.33,88.61,125,418.0,835.0
2024-06-14,Meghalaya,East Khasi Hills,25.57,91.88,37,337.0,883.0
2024-06-15,Sikkim,East Sikkim,27.33,88.61,128,404.0,775.0
2024-06-15,Meghalaya,East Khasi Hills,25.57,91.88,168,403.0,925.0
2024-06-16,Sikkim,East Sikkim,27.33,88.61,11,264.0,659.0
2024-06-16,Meghalaya,East Khasi Hills,25.57,91.88,169,374.0,930.0
2024-06-17,Sikkim,East Sikkim,27.33,88.61,130,269.0,697.0
2024-06-17,Meghalaya,East Khasi Hills,25.57,91.88,178,515.0,987.0
2024-06-18,Sikkim,East Sikkim,27.33,88.61,84,225.0,771.0
2024-06-18,Meghalaya,East Khasi Hills,25.57,91.88,20,367.0,872.0
2024-06-19,Sikkim,East Sikkim,27.33,88.61,158,372.0,787.0
2024-06-19,Meghalaya,East Khasi Hills,25.57,91.88,36,234.0,806.0
2024-06-20,Sikkim,East Sikkim,27.33,88.61,31,273.0,667.0
2024-06-20,Meghalaya,East Khasi Hills,25.57,91.88,4,60.0,612.0
2024-06-21,Sikkim,East Sikkim,27.33,88.61,20,209.0,562.0
2024-06-21,Meghalaya,East Khasi Hills,25.57,91.88,5,45.0,580.0
2024-06-22,Sikkim,East Sikkim,27.33,88.61,165,216.0,599.0
2024-06-22,Meghalaya,East Khasi Hills,25.57,91.88,193,202.0,605.0
2024-06-23,Sikkim,East Sikkim,27.33,88.61,81,266.0,669.0
2024-06-23,Meghalaya,East Khasi Hills,25.57,91.88,15,213.0,451.0
2024-06-24,Sikkim,East Sikkim,27.33,88.61,124,370.0,663.0
2024-06-24,Meghalaya,East Khasi Hills,25.57,91.88,6,214.0,279.0
2024-06-25,Sikkim,East Sikkim,27.33,88.61,86,291.0,665.0
2024-06-25,Meghalaya,East Khasi Hills,25.57,91.88,173,194.0,432.0
2024-06-26,Sikkim,East Sikkim,27.33,88.61,101,311.0,608.0
2024-06-26,Meghalaya,East Khasi Hills,25.57,91.88,143,322.0,539.0
2024-06-27,Sikkim,East Sikkim,27.33,88.61,124,311.0,701.0
2024-06-27,Meghalaya,East Khasi Hills,25.57,91.88,92,408.0,627.0
2024-06-28,Sikkim,East Sikkim,27.33,88.61,180,405.0,861.0
2024-06-28,Meghalaya,East Khasi Hills,25.57,91.88,163,398.0,785.0
2024-06-29,Sikkim,East Sikkim,27.33,88.61,108,412.0,804.0
2024-06-29,Meghalaya,East Khasi Hills,25.57,91.88,4,259.0,596.0
2024-06-30,Sikkim,East Sikkim,27.33,88.61,84,372.0,807.0
2024-06-30,Meghalaya,East Khasi Hills,25.57,91.88,20,187.0,601.0
2024-07-01,Sikkim,East Sikkim,27.33,88.61,6,198.0,689.0
2024-07-01,Meghalaya,East Khasi Hills,25.57,91.88,10,34.0,605.0
2024-07-02,Sikkim,East Sikkim,27.33,88.61,100,190.0,703.0
2024-07-02,Meghalaya,East Khasi Hills,25.57,91.88,150,180.0,582.0
2024-07-03,Sikkim,East Sikkim,27.33,88.61,91,197.0,693.0
2024-07-03,Meghalaya,East Khasi Hills,25.57,91.88,158,318.0,597.0
2024-07-04,Sikkim,East Sikkim,27.33,88.61,170,361.0,739.0
2024-07-04,Meghalaya,East Khasi Hills,25.57,91.88,10,318.0,515.0
2024-07-05,Sikkim,East Sikkim,27.33,88.61,135,396.0,694.0
2024-07-05,Meghalaya,East Khasi Hills,25.57,91.88,6,174.0,358.0
2024-07-06,Sikkim,East Sikkim,27.33,88.61,104,409.0,690.0
2024-07-06,Meghalaya,East Khasi Hills,25.57,91.88,150,166.0,504.0
2024-07-07,Sikkim,East Sikkim,27.33,88.61,173,412.0,779.0
2024-07-07,Meghalaya,East Khasi Hills,25.57,91.88,164,320.0,648.0
2024-07-08,Sikkim,East Sikkim,27.33,88.61,15,292.0,788.0
2024-07-08,Meghalaya,East Khasi Hills,25.57,91.88,25,339.0,663.0
2024-07-09,Sikkim,East Sikkim,27.33,88.61,187,375.0,875.0
2024-07-09,Meghalaya,East Khasi Hills,25.57,91.88,86,275.0,599.0
2024-07-10,Sikkim,East Sikkim,27.33,88.61,134,336.0,918.0
2024-07-10,Meghalaya,East Khasi Hills,25.57,91.88,40,151.0,481.0
2024-07-11,Sikkim,East Sikkim,27.33,88.61,105,426.0,853.0
2024-07-11,Meghalaya,East Khasi Hills,25.57,91.88,13,139.0,484.0
2024-07-12,Sikkim,East Sikkim,27.33,88.61,18,257.0,736.0
2024-07-12,Meghalaya,East Khasi Hills,25.57,91.88,140,193.0,618.0
2024-07-13,Sikkim,East Sikkim,27.33,88.61,119,242.0,751.0
2024-07-13,Meghalaya,East Khasi Hills,25.57,91.88,140,293.0,608.0
2024-07-14,Sikkim,East Sikkim,27.33,88.61,164,301.0,742.0
2024-07-14,Meghalaya,East Khasi Hills,25.57,91.88,34,314.0,478.0
2024-07-15,Sikkim,East Sikkim,27.33,88.61,127,410.0,854.0
2024-07-15,Meghalaya,East Khasi Hills,25.57,91.88,127,301.0,580.0
2024-07-16,Sikkim,East Sikkim,27.33,88.61,2,293.0,669.0
2024-07-16,Meghalaya,East Khasi Hills,25.57,91.88,29,190.0,523.0
2024-07-17,Sikkim,East Sikkim,27.33,88.61,17,146.0,552.0
2024-07-17,Meghalaya,East Khasi Hills,25.57,91.88,99,255.0,582.0
2024-07-18,Sikkim,East Sikkim,27.33,88.61,165,184.0,612.0
2024-07-18,Meghalaya,East Khasi Hills,25.57,91.88,22,150.0,591.0
2024-07-19,Sikkim,East Sikkim,27.33,88.61,132,314.0,726.0
2024-07-19,Meghalaya,East Khasi Hills,25.57,91.88,155,276.0,606.0
2024-07-20,Sikkim,East Sikkim,27.33,88.61,3,300.0,610.0
2024-07-20,Meghalaya,East Khasi Hills,25.57,91.88,184,361.0,650.0
2024-07-21,Sikkim,East Sikkim,27.33,88.61,148,283.0,594.0
2024-07-21,Meghalaya,East Khasi Hills,25.57,91.88,199,538.0,815.0
2024-07-22,Sikkim,East Sikkim,27.33,88.61,192,343.0,659.0
2024-07-22,Meghalaya,East Khasi Hills,25.57,91.88,19,402.0,707.0
2024-07-23,Sikkim,East Sikkim,27.33,88.61,2,342.0,659.0
2024-07-23,Meghalaya,East Khasi Hills,25.57,91.88,195,413.0,873.0
2024-07-24,Sikkim,East Sikkim,27.33,88.61,153,347.0,795.0
2024-07-24,Meghalaya,East Khasi Hills,25.57,91.88,159,373.0,933.0
2024-07-25,Sikkim,East Sikkim,27.33,88.61,28,183.0,658.0
2024-07-25,Meghalaya,East Khasi Hills,25.57,91.88,10,364.0,921.0
2024-07-26,Sikkim,East Sikkim,27.33,88.61,183,364.0,709.0
2024-07-26,Meghalaya,East Khasi Hills,25.57,91.88,2,171.0,768.0
2024-07-27,Sikkim,East Sikkim,27.33,88.61,167,378.0,873.0
2024-07-27,Meghalaya,East Khasi Hills,25.57,91.88,185,197.0,769.0
2024-07-28,Sikkim,East Sikkim,27.33,88.61,186,536.0,911.0
2024-07-28,Meghalaya,East Khasi Hills,25.57,91.88,120,307.0,690.0
2024-07-29,Sikkim,East Sikkim,27.33,88.61,197,550.0,916.0
2024-07-29,Meghalaya,East Khasi Hills,25.57,91.88,91,396.0,762.0
2024-07-30,Sikkim,East Sikkim,27.33,88.61,130,513.0,1044.0
2024-07-30,Meghalaya,East Khasi Hills,25.57,91.88,189,400.0,756.0
2024-07-31,Sikkim,East Sikkim,27.33,88.61,29,356.0,920.0
2024-07-31,Meghalaya,East Khasi Hills,25.57,91.88,81,361.0,678.0
2024-08-01,Sikkim,East Sikkim,27.33,88.61,159,318.0,1051.0
2024-08-01,Meghalaya,East Khasi Hills,25.57,91.88,180,450.0,848.0
2024-08-02,Sikkim,East Sikkim,27.33,88.61,133,321.0,1001.0
2024-08-02,Meghalaya,East Khasi Hills,25.57,91.88,36,297.0,882.0
2024-08-03,Sikkim,East Sikkim,27.33,88.61,177,469.0,1011.0
2024-08-03,Meghalaya,East Khasi Hills,25.57,91.88,92,308.0,789.0
2024-08-04,Sikkim,East Sikkim,27.33,88.61,152,462.0,977.0
2024-08-04,Meghalaya,East Khasi Hills,25.57,91.88,180,308.0,849.0
2024-08-05,Sikkim,East Sikkim,27.33,88.61,34,363.0,814.0
2024-08-05,Meghalaya,East Khasi Hills,25.57,91.88,192,464.0,950.0
2024-08-06,Sikkim,East Sikkim,27.33,88.61,129,315.0,813.0
2024-08-06,Meghalaya,East Khasi Hills,25.57,91.88,153,525.0,914.0
2024-08-07,Sikkim,East Sikkim,27.33,88.61,84,247.0,868.0
2024-08-07,Meghalaya,East Khasi Hills,25.57,91.88,25,370.0,858.0
2024-08-08,Sikkim,East Sikkim,27.33,88.61,38,251.0,747.0
2024-08-08,Meghalaya,East Khasi Hills,25.57,91.88,131,309.0,809.0
2024-08-09,Sikkim,East Sikkim,27.33,88.61,21,143.0,635.0
2024-08-09,Meghalaya,East Khasi Hills,25.57,91.88,86,242.0,859.0
2024-08-10,Sikkim,East Sikkim,27.33,88.61,197,256.0,655.0
2024-08-10,Meghalaya,East Khasi Hills,25.57,91.88,23,240.0,790.0
2024-08-11,Sikkim,East Sikkim,27.33,88.61,19,237.0,522.0
2024-08-11,Meghalaya,East Khasi Hills,25.57,91.88,187,296.0,797.0
2024-08-12,Sikkim,East Sikkim,27.33,88.61,169,385.0,657.0
2024-08-12,Meghalaya,East Khasi Hills,25.57,91.88,191,401.0,796.0
2024-08-13,Sikkim,East Sikkim,27.33,88.61,19,207.0,547.0
2024-08-13,Meghalaya,East Khasi Hills,25.57,91.88,136,514.0,779.0
2024-08-14,Sikkim,East Sikkim,27.33,88.61,121,309.0,584.0
2024-08-14,Meghalaya,East Khasi Hills,25.57,91.88,26,353.0,780.0
2024-08-15,Sikkim,East Sikkim,27.33,88.61,91,231.0,637.0
2024-08-15,Meghalaya,East Khasi Hills,25.57,91.88,13,175.0,662.0
2024-08-16,Sikkim,East Sikkim,27.33,88.61,132,344.0,748.0
2024-08-16,Meghalaya,East Khasi Hills,25.57,91.88,177,216.0,753.0
2024-08-17,Sikkim,East Sikkim,27.33,88.61,127,350.0,678.0
2024-08-17,Meghalaya,East Khasi Hills,25.57,91.88,145,335.0,875.0
2024-08-18,Sikkim,East Sikkim,27.33,88.61,88,347.0,747.0
2024-08-18,Meghalaya,East Khasi Hills,25.57,91.88,144,466.0,832.0
2024-08-19,Sikkim,East Sikkim,27.33,88.61,179,394.0,757.0
2024-08-19,Meghalaya,East Khasi Hills,25.57,91.88,192,481.0,833.0
2024-08-20,Sikkim,East Sikkim,27.33,88.61,102,369.0,840.0
2024-08-20,Meghalaya,East Khasi Hills,25.57,91.88,12,348.0,709.0
2024-08-21,Sikkim,East Sikkim,27.33,88.61,111,392.0,830.0
2024-08-21,Meghalaya,East Khasi Hills,25.57,91.88,3,207.0,686.0
2024-08-22,Sikkim,East Sikkim,27.33,88.61,170,383.0,909.0
2024-08-22,Meghalaya,East Khasi Hills,25.57,91.88,23,38.0,696.0
2024-08-23,Sikkim,East Sikkim,27.33,88.61,144,425.0,921.0
2024-08-23,Meghalaya,East Khasi Hills,25.57,91.88,198,224.0,717.0
2024-08-24,Sikkim,East Sikkim,27.33,88.61,1,315.0,795.0
2024-08-24,Meghalaya,East Khasi Hills,25.57,91.88,31,252.0,603.0
2024-08-25,Sikkim,East Sikkim,27.33,88.61,102,247.0,809.0
2024-08-25,Meghalaya,East Khasi Hills,25.57,91.88,140,369.0,599.0
2024-08-26,Sikkim,East Sikkim,27.33,88.61,124,227.0,754.0
2024-08-26,Meghalaya,East Khasi Hills,25.57,91.88,187,358.0,594.0
2024-08-27,Sikkim,East Sikkim,27.33,88.61,175,401.0,827.0
2024-08-27,Meghalaya,East Khasi Hills,25.57,91.88,91,418.0,673.0
2024-08-28,Sikkim,East Sikkim,27.33,88.61,24,323.0,740.0
2024-08-28,Meghalaya,East Khasi Hills,25.57,91.88,36,314.0,706.0
2024-08-29,Sikkim,East Sikkim,27.33,88.61,107,306.0,677.0
2024-08-29,Meghalaya,East Khasi Hills,25.57,91.88,162,289.0,845.0
2024-08-30,Sikkim,East Sikkim,27.33,88.61,13,144.0,546.0
2024-08-30,Meghalaya,East Khasi Hills,25.57,91.88,26,224.0,673.0
2024-08-31,Sikkim,East Sikkim,27.33,88.61,190,310.0,735.0
2024-08-31,Meghalaya,East Khasi Hills,25.57,91.88,178,366.0,820.0
2024-09-01,Sikkim,East Sikkim,27.33,88.61,140,343.0,773.0
2024-09-01,Meghalaya,East Khasi Hills,25.57,91.88,162,366.0,842.0
2024-09-02,Sikkim,East Sikkim,27.33,88.61,0,330.0,649.0
2024-09-02,Meghalaya,East Khasi Hills,25.57,91.88,38,378.0,693.0
2024-09-03,Sikkim,East Sikkim,27.33,88.61,119,259.0,593.0
2024-09-03,Meghalaya,East Khasi Hills,25.57,91.88,170,370.0,772.0
2024-09-04,Sikkim,East Sikkim,27.33,88.61,134,253.0,703.0
2024-09-04,Meghalaya,East Khasi Hills,25.57,91.88,189,397.0,925.0
2024-09-05,Sikkim,East Sikkim,27.33,88.61,112,365.0,708.0
2024-09-05,Meghalaya,East Khasi Hills,25.57,91.88,19,378.0,782.0
2024-09-06,Sikkim,East Sikkim,27.33,88.61,185,431.0,880.0
2024-09-06,Meghalaya,East Khasi Hills,25.57,91.88,154,362.0,910.0
2024-09-07,Sikkim,East Sikkim,27.33,88.61,32,329.0,722.0
2024-09-07,Meghalaya,East Khasi Hills,25.57,91.88,187,360.0,919.0
2024-09-08,Sikkim,East Sikkim,27.33,88.61,151,368.0,733.0
2024-09-08,Meghalaya,East Khasi Hills,25.57,91.88,157,498.0,914.0
2024-09-09,Sikkim,East Sikkim,27.33,88.61,6,189.0,739.0
2024-09-09,Meghalaya,East Khasi Hills,25.57,91.88,123,467.0,999.0
2024-09-10,Sikkim,East Sikkim,27.33,88.61,161,318.0,781.0
2024-09-10,Meghalaya,East Khasi Hills,25.57,91.88,115,395.0,944.0
2024-09-11,Sikkim,East Sikkim,27.33,88.61,19,186.0,666.0
2024-09-11,Meghalaya,East Khasi Hills,25.57,91.88,33,271.0,788.0
2024-09-12,Sikkim,East Sikkim,27.33,88.61,195,375.0,749.0
2024-09-12,Meghalaya,East Khasi Hills,25.57,91.88,38,186.0,807.0
2024-09-13,Sikkim,East Sikkim,27.33,88.61,120,334.0,684.0
2024-09-13,Meghalaya,East Khasi Hills,25.57,91.88,172,243.0,825.0
2024-09-14,Sikkim,East Sikkim,27.33,88.61,31,346.0,683.0
2024-09-14,Meghalaya,East Khasi Hills,25.57,91.88,113,323.0,751.0
2024-09-15,Sikkim,East Sikkim,27.33,88.61,131,282.0,663.0
2024-09-15,Meghalaya,East Khasi Hills,25.57,91.88,84,369.0,678.0
2024-09-16,Sikkim,East Sikkim,27.33,88.61,153,315.0,810.0
2024-09-16,Meghalaya,East Khasi Hills,25.57,91.88,123,320.0,678.0
2024-09-17,Sikkim,East Sikkim,27.33,88.61,108,392.0,757.0
2024-09-17,Meghalaya,East Khasi Hills,25.57,91.88,161,368.0,724.0
2024-09-18,Sikkim,East Sikkim,27.33,88.61,196,457.0,934.0
2024-09-18,Meghalaya,East Khasi Hills,25.57,91.88,125,409.0,816.0
2024-09-19,Sikkim,East Sikkim,27.33,88.61,188,492.0,927.0
2024-09-19,Meghalaya,East Khasi Hills,25.57,91.88,35,321.0,813.0
2024-09-20,Sikkim,East Sikkim,27.33,88.61,6,390.0,813.0
2024-09-20,Meghalaya,East Khasi Hills,25.57,91.88,174,334.0,815.0
2024-09-21,Sikkim,East Sikkim,27.33,88.61,35,229.0,817.0
2024-09-21,Meghalaya,East Khasi Hills,25.57,91.88,103,312.0,805.0
2024-09-22,Sikkim,East Sikkim,27.33,88.61,195,236.0,881.0
2024-09-22,Meghalaya,East Khasi Hills,25.57,91.88,91,368.0,812.0
2024-09-23,Sikkim,East Sikkim,27.33,88.61,14,244.0,742.0
2024-09-23,Meghalaya,East Khasi Hills,25.57,91.88,119,313.0,808.0
2024-09-24,Sikkim,East Sikkim,27.33,88.61,193,402.0,827.0
2024-09-24,Meghalaya,East Khasi Hills,25.57,91.88,113,323.0,760.0
2024-09-25,Sikkim,East Sikkim,27.33,88.61,139,346.0,770.0
2024-09-25,Meghalaya,East Khasi Hills,25.57,91.88,140,372.0,775.0
2024-09-26,Sikkim,East Sikkim,27.33,88.61,40,372.0,622.0
2024-09-26,Meghalaya,East Khasi Hills,25.57,91.88,200,453.0,940.0
2024-09-27,Sikkim,East Sikkim,27.33,88.61,140,319.0,756.0
2024-09-27,Meghalaya,East Khasi Hills,25.57,91.88,144,484.0,910.0
2024-09-28,Sikkim,East Sikkim,27.33,88.61,24,204.0,745.0
2024-09-28,Meghalaya,East Khasi Hills,25.57,91.88,132,476.0,939.0
2024-09-29,Sikkim,East Sikkim,27.33,88.61,9,173.0,559.0
2024-09-29,Meghalaya,East Khasi Hills,25.57,91.88,12,288.0,860.0
2024-09-30,Sikkim,East Sikkim,27.33,88.61,152,185.0,697.0
2024-09-30,Meghalaya,East Khasi Hills,25.57,91.88,138,282.0,879.0
2024-10-01,Sikkim,East Sikkim,27.33,88.61,9,170.0,513.0
2024-10-01,Meghalaya,East Khasi Hills,25.57,91.88,20,170.0,786.0
2024-10-02,Sikkim,East Sikkim,27.33,88.61,11,172.0,385.0
2024-10-02,Meghalaya,East Khasi Hills,25.57,91.88,5,163.0,651.0
2024-10-03,Sikkim,East Sikkim,27.33,88.61,31,51.0,376.0
2024-10-03,Meghalaya,East Khasi Hills,25.57,91.88,21,46.0,472.0
2024-10-04,Sikkim,East Sikkim,27.33,88.61,40,82.0,276.0
2024-10-04,Meghalaya,East Khasi Hills,25.57,91.88,11,37.0,339.0
2024-10-05,Sikkim,East Sikkim,27.33,88.61,20,91.0,272.0
2024-10-05,Meghalaya,East Khasi Hills,25.57,91.88,40,72.0,247.0
2024-10-06,Sikkim,East Sikkim,27.33,88.61,3,63.0,266.0
2024-10-06,Meghalaya,East Khasi Hills,25.57,91.88,0,51.0,235.0
2024-10-07,Sikkim,East Sikkim,27.33,88.61,28,51.0,142.0
2024-10-07,Meghalaya,East Khasi Hills,25.57,91.88,17,57.0,114.0
2024-10-08,Sikkim,East Sikkim,27.33,88.61,13,44.0,146.0
2024-10-08,Meghalaya,East Khasi Hills,25.57,91.88,10,27.0,104.0
2024-10-09,Sikkim,East Sikkim,27.33,88.61,36,77.0,171.0
2024-10-09,Meghalaya,East Khasi Hills,25.57,91.88,10,37.0,109.0
2024-10-10,Sikkim,East Sikkim,27.33,88.61,31,80.0,171.0
2024-10-10,Meghalaya,East Khasi Hills,25.57,91.88,5,25.0,93.0
2024-10-11,Sikkim,East Sikkim,27.33,88.61,8,75.0,139.0
2024-10-11,Meghalaya,East Khasi Hills,25.57,91.88,39,54.0,121.0
2024-10-12,Sikkim,East Sikkim,27.33,88.61,27,66.0,146.0
2024-10-12,Meghalaya,East Khasi Hills,25.57,91.88,40,84.0,121.0
2024-10-13,Sikkim,East Sikkim,27.33,88.61,27,62.0,170.0
2024-10-13,Meghalaya,East Khasi Hills,25.57,91.88,25,104.0,146.0
2024-10-14,Sikkim,East Sikkim,27.33,88.61,27,81.0,169.0
2024-10-14,Meghalaya,East Khasi Hills,25.57,91.88,30,95.0,159.0
2024-10-15,Sikkim,East Sikkim,27.33,88.61,24,78.0,180.0
2024-10-15,Meghalaya,East Khasi Hills,25.57,91.88,0,55.0,149.0
2024-10-16,Sikkim,East Sikkim,27.33,88.61,2,53.0,146.0
2024-10-16,Meghalaya,East Khasi Hills,25.57,91.88,34,64.0,173.0
2024-10-17,Sikkim,East Sikkim,27.33,88.61,12,38.0,127.0
2024-10-17,Meghalaya,East Khasi Hills,25.57,91.88,23,57.0,191.0
2024-10-18,Sikkim,East Sikkim,27.33,88.61,0,14.0,119.0
2024-10-18,Meghalaya,East Khasi Hills,25.57,91.88,20,77.0,172.0
2024-10-19,Sikkim,East Sikkim,27.33,88.61,33,45.0,125.0
2024-10-19,Meghalaya,East Khasi Hills,25.57,91.88,12,55.0,144.0
2024-10-20,Sikkim,East Sikkim,27.33,88.61,1,34.0,99.0
2024-10-20,Meghalaya,East Khasi Hills,25.57,91.88,0,32.0,119.0
2024-10-21,Sikkim,East Sikkim,27.33,88.61,40,74.0,112.0
2024-10-21,Meghalaya,East Khasi Hills,25.57,91.88,15,27.0,104.0
2024-10-22,Sikkim,East Sikkim,27.33,88.61,14,55.0,102.0
2024-10-22,Meghalaya,East Khasi Hills,25.57,91.88,22,37.0,126.0
2024-10-23,Sikkim,East Sikkim,27.33,88.61,19,73.0,119.0
2024-10-23,Meghalaya,East Khasi Hills,25.57,91.88,8,45.0,100.0
2024-10-24,Sikkim,East Sikkim,27.33,88.61,6,39.0,113.0
2024-10-24,Meghalaya,East Khasi Hills,25.57,91.88,24,54.0,101.0
2024-10-25,Sikkim,East Sikkim,27.33,88.61,32,57.0,145.0
2024-10-25,Meghalaya,East Khasi Hills,25.57,91.88,37,69.0,118.0
2024-10-26,Sikkim,East Sikkim,27.33,88.61,19,57.0,131.0
2024-10-26,Meghalaya,East Khasi Hills,25.57,91.88,10,71.0,116.0
2024-10-27,Sikkim,East Sikkim,27.33,88.61,4,55.0,134.0
2024-10-27,Meghalaya,East Khasi Hills,25.57,91.88,2,49.0,118.0
2024-10-28,Sikkim,East Sikkim,27.33,88.61,19,42.0,113.0
2024-10-28,Meghalaya,East Khasi Hills,25.57,91.88,18,30.0,121.0
2024-10-29,Sikkim,East Sikkim,27.33,88.61,29,52.0,128.0
2024-10-29,Meghalaya,East Khasi Hills,25.57,91.88,33,53.0,132.0
2024-10-30,Sikkim,East Sikkim,27.33,88.61,38,86.0,147.0
2024-10-30,Meghalaya,East Khasi Hills,25.57,91.88,33,84.0,157.0
2024-10-31,Sikkim,East Sikkim,27.33,88.61,21,88.0,162.0
2024-10-31,Meghalaya,East Khasi Hills,25.57,91.88,27,93.0,160.0
2024-11-01,Sikkim,East Sikkim,27.33,88.61,8,67.0,138.0
2024-11-01,Meghalaya,East Khasi Hills,25.57,91.88,21,81.0,144.0
2024-11-02,Sikkim,East Sikkim,27.33,88.61,31,60.0,150.0
2024-11-02,Meghalaya,East Khasi Hills,25.57,91.88,22,70.0,156.0
2024-11-03,Sikkim,East Sikkim,27.33,88.61,12,51.0,158.0
2024-11-03,Meghalaya,East Khasi Hills,25.57,91.88,10,53.0,164.0
2024-11-04,Sikkim,East Sikkim,27.33,88.61,25,68.0,164.0
2024-11-04,Meghalaya,East Khasi Hills,25.57,91.88,1,33.0,147.0
2024-11-05,Sikkim,East Sikkim,27.33,88.61,14,51.0,149.0
2024-11-05,Meghalaya,East Khasi Hills,25.57,91.88,14,25.0,128.0
2024-11-06,Sikkim,East Sikkim,27.33,88.61,8,47.0,119.0
2024-11-06,Meghalaya,East Khasi Hills,25.57,91.88,13,28.0,108.0
2024-11-07,Sikkim,East Sikkim,27.33,88.61,1,23.0,99.0
2024-11-07,Meghalaya,East Khasi Hills,25.57,91.88,37,64.0,118.0
2024-11-08,Sikkim,East Sikkim,27.33,88.61,32,41.0,123.0
2024-11-08,Meghalaya,East Khasi Hills,25.57,91.88,10,60.0,107.0
2024-11-09,Sikkim,East Sikkim,27.33,88.61,7,40.0,99.0
2024-11-09,Meghalaya,East Khasi Hills,25.57,91.88,23,70.0,108.0
2024-11-10,Sikkim,East Sikkim,27.33,88.61,2,41.0,89.0
2024-11-10,Meghalaya,East Khasi Hills,25.57,91.88,24,57.0,122.0
2024-11-11,Sikkim,East Sikkim,27.33,88.61,40,49.0,104.0
2024-11-11,Meghalaya,East Khasi Hills,25.57,91.88,16,63.0,137.0
2024-11-12,Sikkim,East Sikkim,27.33,88.61,34,76.0,124.0
2024-11-12,Meghalaya,East Khasi Hills,25.57,91.88,39,79.0,162.0
2024-11-13,Sikkim,East Sikkim,27.33,88.61,3,77.0,119.0
2024-11-13,Meghalaya,East Khasi Hills,25.57,91.88,38,93.0,187.0
2024-11-14,Sikkim,East Sikkim,27.33,88.61,3,40.0,121.0
2024-11-14,Meghalaya,East Khasi Hills,25.57,91.88,6,83.0,156.0
2024-11-15,Sikkim,East Sikkim,27.33,88.61,1,7.0,90.0
2024-11-15,Meghalaya,East Khasi Hills,25.57,91.88,3,47.0,149.0
2024-11-16,Sikkim,East Sikkim,27.33,88.61,7,11.0,90.0
2024-11-16,Meghalaya,East Khasi Hills,25.57,91.88,26,35.0,152.0
2024-11-17,Sikkim,East Sikkim,27.33,88.61,28,36.0,116.0
2024-11-17,Meghalaya,East Khasi Hills,25.57,91.88,24,53.0,152.0
2024-11-18,Sikkim,East Sikkim,27.33,88.61,7,42.0,83.0
2024-11-18,Meghalaya,East Khasi Hills,25.57,91.88,35,85.0,171.0
2024-11-19,Sikkim,East Sikkim,27.33,88.61,16,51.0,65.0
2024-11-19,Meghalaya,East Khasi Hills,25.57,91.88,30,89.0,162.0
2024-11-20,Sikkim,East Sikkim,27.33,88.61,9,32.0,71.0
2024-11-20,Meghalaya,East Khasi Hills,25.57,91.88,13,78.0,137.0
2024-11-21,Sikkim,East Sikkim,27.33,88.61,40,65.0,108.0
2024-11-21,Meghalaya,East Khasi Hills,25.57,91.88,0,43.0,131.0
2024-11-22,Sikkim,East Sikkim,27.33,88.61,19,68.0,126.0
2024-11-22,Meghalaya,East Khasi Hills,25.57,91.88,26,39.0,154.0
2024-11-23,Sikkim,East Sikkim,27.33,88.61,6,65.0,125.0
2024-11-23,Meghalaya,East Khasi Hills,25.57,91.88,33,59.0,161.0
2024-11-24,Sikkim,East Sikkim,27.33,88.61,17,42.0,114.0
2024-11-24,Meghalaya,East Khasi Hills,25.57,91.88,39,98.0,176.0
2024-11-25,Sikkim,East Sikkim,27.33,88.61,38,61.0,145.0
2024-11-25,Meghalaya,East Khasi Hills,25.57,91.88,8,80.0,149.0
2024-11-26,Sikkim,East Sikkim,27.33,88.61,26,81.0,155.0
2024-11-26,Meghalaya,East Khasi Hills,25.57,91.88,6,53.0,125.0
2024-11-27,Sikkim,East Sikkim,27.33,88.61,32,96.0,178.0
2024-11-27,Meghalaya,East Khasi Hills,25.57,91.88,39,53.0,151.0
2024-11-28,Sikkim,East Sikkim,27.33,88.61,7,65.0,145.0
2024-11-28,Meghalaya,East Khasi Hills,25.57,91.88,18,63.0,169.0
2024-11-29,Sikkim,East Sikkim,27.33,88.61,7,46.0,133.0
2024-11-29,Meghalaya,East Khasi Hills,25.57,91.88,6,63.0,149.0
2024-11-30,Sikkim,East Sikkim,27.33,88.61,31,45.0,158.0
2024-11-30,Meghalaya,East Khasi Hills,25.57,91.88,12,36.0,128.0
2024-12-01,Sikkim,East Sikkim,27.33,88.61,38,76.0,179.0
2024-12-01,Meghalaya,East Khasi Hills,25.57,91.88,12,30.0,101.0
2024-12-02,Sikkim,East Sikkim,27.33,88.61,16,85.0,157.0
2024-12-02,Meghalaya,East Khasi Hills,25.57,91.88,33,57.0,126.0
2024-12-03,Sikkim,East Sikkim,27.33,88.61,12,66.0,143.0
2024-12-03,Meghalaya,East Khasi Hills,25.57,91.88,22,67.0,142.0
2024-12-04,Sikkim,East Sikkim,27.33,88.61,26,54.0,137.0
2024-12-04,Meghalaya,East Khasi Hills,25.57,91.88,18,73.0,121.0
2024-12-05,Sikkim,East Sikkim,27.33,88.61,10,48.0,140.0
2024-12-05,Meghalaya,East Khasi Hills,25.57,91.88,2,42.0,105.0
2024-12-06,Sikkim,East Sikkim,27.33,88.61,35,71.0,168.0
